timestamp,node_id,count,temperature,humidity
2025-06-20 16:46:33,0,189,31.18,30.96
2025-06-20 16:46:52,178,83,30.98,30.6
2025-06-20 16:46:53,0,190,31.18,30.89
2025-06-20 16:47:13,178,84,31.0,30.53
2025-06-20 16:47:13,0,191,31.2,30.81
2025-06-20 16:47:33,178,85,31.1,30.53
2025-06-20 16:47:34,0,192,31.19,30.85
2025-06-20 16:47:53,178,86,31.0,30.6
2025-06-20 16:47:54,0,193,31.19,30.99
2025-06-20 16:48:14,178,87,31.0,30.53
2025-06-20 16:48:14,0,194,31.18,30.81
2025-06-20 16:48:34,178,88,31.6,30.67
2025-06-20 16:48:35,0,195,31.19,31.3
2025-06-20 16:48:54,178,89,31.2,30.6
2025-06-20 16:48:55,0,196,31.15,30.85
2025-06-20 16:49:14,178,90,31.5,30.5
2025-06-20 16:49:15,0,197,31.19,30.78
2025-06-20 16:49:35,178,91,31.6,30.43
2025-06-20 16:49:36,0,198,31.22,30.78
2025-06-20 16:49:55,178,92,31.8,30.32
2025-06-20 16:49:56,0,199,31.23,31.6
2025-06-20 16:50:15,178,93,31.6,30.32
2025-06-20 16:50:16,0,200,31.23,30.89
2025-06-20 16:50:36,178,94,31.8,30.32
2025-06-20 16:50:37,0,201,31.23,30.81
2025-06-20 16:50:56,178,95,31.12,30.28
2025-06-20 16:50:57,0,202,31.23,30.89
2025-06-20 16:51:16,178,96,31.12,30.53
2025-06-20 16:51:17,0,203,31.23,30.74
2025-06-20 16:51:36,178,97,31.12,30.43
2025-06-20 16:51:38,0,204,31.26,30.64
2025-06-20 16:51:57,178,98,31.13,30.25
2025-06-20 16:51:58,0,205,31.33,30.67
2025-06-20 16:52:17,178,99,31.9,30.21
2025-06-20 16:52:18,0,206,31.29,30.53
2025-06-20 16:52:37,178,100,31.18,30.25
2025-06-20 16:52:38,0,207,31.22,30.46
2025-06-20 16:52:58,178,101,31.2,30.11
2025-06-20 16:52:59,0,208,31.3,30.53
2025-06-20 16:53:18,178,102,31.19,30.7
2025-06-20 16:53:19,0,209,31.27,30.74
2025-06-20 16:53:38,178,103,31.16,30.32
2025-06-20 16:53:39,0,210,31.29,30.57
2025-06-20 16:53:58,178,104,31.13,30.25
2025-06-20 16:54:00,0,211,31.29,30.53
2025-06-20 16:54:19,178,105,31.12,30.18
2025-06-20 16:54:20,0,212,31.29,30.53
2025-06-20 16:54:39,178,106,31.12,30.25
2025-06-20 16:54:40,0,213,31.25,30.67
2025-06-20 16:54:59,178,107,31.13,30.28
2025-06-20 16:55:01,0,214,31.27,30.64
2025-06-20 16:55:20,178,108,31.15,30.39
2025-06-20 16:55:21,0,215,31.3,30.67
2025-06-20 16:55:40,178,109,31.18,30.46
2025-06-20 16:55:41,0,216,31.33,30.57
2025-06-20 16:56:00,178,110,31.15,30.46
2025-06-20 16:56:02,0,217,31.29,30.6
2025-06-20 16:56:21,178,111,31.13,30.57
2025-06-20 16:56:22,0,218,31.29,30.53
2025-06-20 16:56:41,178,112,31.15,30.5
2025-06-20 16:56:42,0,219,31.33,30.74
2025-06-20 16:57:01,178,113,31.16,30.53
2025-06-20 16:57:03,0,220,31.36,30.67
2025-06-20 16:57:21,178,114,31.12,30.67
2025-06-20 16:57:23,0,221,31.33,31.3
2025-06-20 16:57:42,178,115,31.18,30.81
2025-06-20 16:57:43,0,222,31.33,31.3
2025-06-20 16:58:02,178,116,31.13,31.1
2025-06-20 16:58:03,0,223,31.31,31.31
2025-06-20 16:58:22,178,117,31.16,31.73
2025-06-20 16:58:24,0,224,31.36,31.38
2025-06-20 16:58:43,178,118,31.18,32.1
2025-06-20 16:58:44,0,225,31.33,31.66
2025-06-20 16:59:03,178,119,31.15,32.15
2025-06-20 16:59:04,0,226,31.37,31.73
2025-06-20 16:59:23,178,120,31.19,32.36
2025-06-20 16:59:25,0,227,31.43,31.94
2025-06-20 16:59:43,178,121,31.27,33.56
2025-06-20 16:59:45,0,228,31.48,32.8
2025-06-20 17:00:04,178,122,31.36,33.7
2025-06-20 17:00:05,0,229,31.52,33.83
2025-06-20 17:00:24,178,123,31.44,33.21
2025-06-20 17:00:26,0,230,31.58,34.29
2025-06-20 17:00:44,178,124,31.51,35.43
2025-06-20 17:00:46,0,231,31.61,35.29
2025-06-20 17:01:05,178,125,31.56,36.26
2025-06-20 17:01:06,0,232,31.66,35.23
2025-06-20 17:01:25,178,126,31.63,36.19
2025-06-20 17:01:27,0,233,31.68,35.92
2025-06-20 17:01:45,178,127,31.75,36.54
2025-06-20 17:01:47,0,234,31.72,35.85
2025-06-20 17:02:05,178,128,31.76,36.37
2025-06-20 17:02:07,0,235,31.75,36.9
2025-06-20 17:02:26,178,129,31.79,35.57
2025-06-20 17:02:27,0,236,31.8,36.23
2025-06-20 17:02:46,178,130,31.83,35.78
2025-06-20 17:02:48,0,237,31.81,36.5
2025-06-20 17:03:06,178,131,31.87,37.12
2025-06-20 17:03:08,0,238,31.83,36.68
2025-06-20 17:03:27,178,132,31.91,36.54
2025-06-20 17:03:28,0,239,31.86,36.74
2025-06-20 17:03:47,178,133,31.98,36.12
2025-06-20 17:03:49,0,240,31.87,36.95
2025-06-20 17:04:07,178,134,32.0,35.92
2025-06-20 17:04:09,0,241,31.91,37.9
2025-06-20 17:04:27,178,135,32.8,35.74
2025-06-20 17:04:29,0,242,31.94,36.95
2025-06-20 17:04:48,178,136,32.9,35.61
2025-06-20 17:04:50,0,243,31.94,36.74
2025-06-20 17:05:08,178,137,32.12,35.54
2025-06-20 17:05:10,0,244,31.98,36.64
2025-06-20 17:05:28,178,138,32.15,35.5
2025-06-20 17:05:30,0,245,31.98,36.57
2025-06-20 17:05:49,178,139,32.22,35.16
2025-06-20 17:05:51,0,246,32.2,36.19
2025-06-20 17:06:09,178,140,32.25,34.98
2025-06-20 17:06:11,0,247,32.8,35.99
2025-06-20 17:06:29,178,141,32.27,34.77
2025-06-20 17:06:31,0,248,32.8,35.71
2025-06-20 17:06:49,178,142,32.29,34.67
2025-06-20 17:06:52,0,249,32.12,35.57
2025-06-20 17:07:10,178,143,32.36,34.64
2025-06-20 17:07:12,0,250,32.13,35.26
2025-06-20 17:07:30,178,144,32.33,34.6
2025-06-20 17:07:32,0,251,32.12,34.95
2025-06-20 17:07:50,178,145,32.36,34.46
2025-06-20 17:07:52,0,252,32.16,35.5
2025-06-20 17:08:11,178,146,32.38,34.43
2025-06-20 17:08:13,0,253,32.18,34.88
2025-06-20 17:08:31,178,147,32.45,34.43
2025-06-20 17:08:33,0,254,32.22,34.84
2025-06-20 17:08:51,178,148,32.48,34.39
2025-06-20 17:08:53,0,255,32.23,34.88
2025-06-20 17:09:12,178,149,32.51,34.46
2025-06-20 17:09:14,0,256,32.22,34.88
2025-06-20 17:09:32,178,150,32.55,34.46
2025-06-20 17:09:34,0,257,32.22,35.99
2025-06-20 17:09:52,178,151,32.55,34.7
2025-06-20 17:09:54,0,258,32.26,37.84
2025-06-20 17:10:12,178,152,32.58,35.4
2025-06-20 17:10:15,0,259,32.29,38.8
2025-06-20 17:10:33,178,153,32.59,36.19
2025-06-20 17:10:35,0,260,32.29,40.6
2025-06-20 17:10:53,178,154,32.63,37.23
2025-06-20 17:10:55,0,261,32.31,40.56
2025-06-20 17:11:13,178,155,32.62,38.83
2025-06-20 17:11:16,0,262,32.34,39.55
2025-06-20 17:11:34,178,156,32.66,41.64
2025-06-20 17:11:36,0,263,32.33,39.21
2025-06-20 17:11:54,178,157,32.66,40.73
2025-06-20 17:11:56,0,264,32.36,41.7
2025-06-20 17:12:14,178,158,32.66,40.83
2025-06-20 17:12:17,0,265,32.36,41.24
2025-06-20 17:12:34,178,159,32.69,40.9
2025-06-20 17:12:37,0,266,32.4,40.7
2025-06-20 17:12:55,178,160,32.69,41.34
2025-06-20 17:12:57,0,267,32.41,39.92
2025-06-20 17:13:15,178,161,32.72,41.57
2025-06-20 17:13:17,0,268,32.44,39.48
2025-06-20 17:13:35,178,162,32.76,41.67
2025-06-20 17:13:38,0,269,32.45,39.99
2025-06-20 17:13:56,178,163,32.73,41.74
2025-06-20 17:13:58,0,270,32.47,38.42
2025-06-20 17:14:16,178,164,32.75,41.51
2025-06-20 17:14:18,0,271,32.44,39.34
2025-06-20 17:14:36,178,165,32.76,41.4
2025-06-20 17:14:39,0,272,32.48,40.2
2025-06-20 17:14:56,178,166,32.79,41.51
2025-06-20 17:14:59,0,273,32.51,40.12
2025-06-20 17:15:17,178,167,32.8,42.21
2025-06-20 17:15:19,0,274,32.51,39.75
2025-06-20 17:15:37,178,168,32.79,43.58
2025-06-20 17:15:40,0,275,32.55,39.17
2025-06-20 17:15:57,178,169,32.81,42.85
2025-06-20 17:16:00,0,276,32.52,39.0
2025-06-20 17:16:18,178,170,32.83,41.84
2025-06-20 17:16:20,0,277,32.54,38.32
2025-06-20 17:16:38,178,171,32.83,40.97
2025-06-20 17:16:41,0,278,32.56,38.73
2025-06-20 17:16:58,178,172,32.87,40.8
2025-06-20 17:17:01,0,279,32.59,38.49
2025-06-20 17:17:18,178,173,32.86,40.36
2025-06-20 17:17:21,0,280,32.59,38.7
2025-06-20 17:17:39,178,174,32.87,40.33
2025-06-20 17:17:42,0,281,32.61,39.24
2025-06-20 17:17:59,178,175,32.9,40.29
2025-06-20 17:18:02,0,282,32.62,39.41
2025-06-20 17:18:19,178,176,32.91,40.16
2025-06-20 17:18:22,0,283,32.63,39.17
2025-06-20 17:18:40,178,177,32.95,39.95
2025-06-20 17:18:42,0,284,32.66,39.21
2025-06-20 17:19:00,178,178,32.97,39.75
2025-06-20 17:19:03,0,285,32.66,39.7
2025-06-20 17:19:20,178,179,32.95,39.82
2025-06-20 17:19:23,0,286,32.69,38.9
2025-06-20 17:19:40,178,180,32.98,39.55
2025-06-20 17:19:43,0,287,32.7,38.94
2025-06-20 17:20:01,178,181,32.98,39.28
2025-06-20 17:20:04,0,288,32.69,38.63
2025-06-20 17:20:21,178,182,32.98,39.11
2025-06-20 17:20:24,0,289,32.73,38.12
2025-06-20 17:20:41,178,183,32.98,38.97
2025-06-20 17:20:44,0,290,32.7,38.1
2025-06-20 17:21:02,178,184,33.5,38.7
2025-06-20 17:21:05,0,291,32.75,38.32
2025-06-20 17:21:22,178,185,33.5,38.53
2025-06-20 17:21:25,0,292,32.73,38.63
2025-06-20 17:21:42,178,186,33.12,38.42
2025-06-20 17:21:45,0,293,32.76,38.18
2025-06-20 17:22:02,178,187,33.9,38.39
2025-06-20 17:22:06,0,294,32.76,37.6
2025-06-20 17:22:23,178,188,33.8,38.97
2025-06-20 17:22:26,0,295,32.76,37.81
2025-06-20 17:22:43,178,189,33.8,38.94
2025-06-20 17:22:46,0,296,32.8,37.77
2025-06-20 17:23:03,178,190,33.15,38.46
2025-06-20 17:23:07,0,297,32.83,37.81
2025-06-20 17:23:24,178,191,33.16,38.42
2025-06-20 17:23:27,0,298,32.86,38.12
2025-06-20 17:23:44,178,192,33.16,38.59
2025-06-20 17:23:47,0,299,32.83,39.28
2025-06-20 17:24:04,178,193,33.16,38.56
2025-06-20 17:24:07,0,300,32.87,39.21
2025-06-20 17:24:24,178,194,33.15,39.58
2025-06-20 17:24:28,0,301,32.83,39.28
2025-06-20 17:24:45,178,195,33.19,39.61
2025-06-20 17:24:48,0,302,32.86,39.28
2025-06-20 17:25:05,178,196,33.19,39.41
2025-06-20 17:25:08,0,303,32.87,38.39
2025-06-20 17:25:25,178,197,33.18,39.11
2025-06-20 17:25:29,0,304,32.91,38.8
2025-06-20 17:25:46,178,198,33.22,39.0
2025-06-20 17:25:49,0,305,32.91,38.87
2025-06-20 17:26:06,178,199,33.23,39.7
2025-06-20 17:26:09,0,306,32.91,39.24
2025-06-20 17:26:26,178,200,33.26,39.24
2025-06-20 17:26:30,0,307,32.93,39.28
2025-06-20 17:26:47,178,201,33.25,39.14
2025-06-20 17:26:50,0,308,32.91,39.55
2025-06-20 17:27:07,178,202,33.26,39.11
2025-06-20 17:27:10,0,309,32.91,39.75
2025-06-20 17:27:27,178,203,33.26,39.7
2025-06-20 17:27:31,0,310,32.94,39.61
2025-06-20 17:27:47,178,204,33.27,39.14
2025-06-20 17:27:51,0,311,32.97,39.89
2025-06-20 17:28:08,178,205,33.33,39.7
2025-06-20 17:28:11,0,312,32.98,39.65
2025-06-20 17:28:28,178,206,33.31,39.14
2025-06-20 17:28:32,0,313,33.0,39.14
2025-06-20 17:28:48,178,207,33.33,39.21
2025-06-20 17:28:52,0,314,32.98,39.24
2025-06-20 17:29:09,178,208,33.33,39.41
2025-06-20 17:29:12,0,315,33.1,38.8
2025-06-20 17:29:29,178,209,33.37,39.55
2025-06-20 17:29:32,0,316,33.4,38.87
2025-06-20 17:29:49,178,210,33.34,39.34
2025-06-20 17:29:53,0,317,33.2,39.0
2025-06-20 17:30:09,178,211,33.41,39.41
2025-06-20 17:30:13,0,318,33.5,38.87
2025-06-20 17:30:30,178,212,33.4,39.45
2025-06-20 17:30:33,0,319,33.6,39.7
2025-06-20 17:30:50,178,213,33.4,39.45
2025-06-20 17:30:54,0,320,33.8,38.94
2025-06-20 17:31:10,178,214,33.41,39.55
2025-06-20 17:31:14,0,321,33.8,38.94
2025-06-20 17:31:31,178,215,33.45,39.58
2025-06-20 17:31:34,0,322,33.12,38.87
2025-06-20 17:31:51,178,216,33.41,39.48
2025-06-20 17:31:55,0,323,33.12,39.0
2025-06-20 17:32:11,178,217,33.44,39.41
2025-06-20 17:32:15,0,324,33.15,39.7
2025-06-20 17:32:31,178,218,33.48,39.34
2025-06-20 17:32:35,0,325,33.13,38.94
2025-06-20 17:32:52,178,219,33.44,39.55
2025-06-20 17:32:56,0,326,33.12,39.11
2025-06-20 17:33:12,178,220,33.43,39.58
2025-06-20 17:33:16,0,327,33.12,39.17
2025-06-20 17:33:32,178,221,33.48,39.55
2025-06-20 17:33:36,0,328,33.16,39.14
2025-06-20 17:33:53,178,222,33.48,39.45
2025-06-20 17:33:57,0,329,33.18,38.94
2025-06-20 17:34:13,178,223,33.48,39.34
2025-06-20 17:34:17,0,330,33.18,39.0
2025-06-20 17:34:33,178,224,33.48,39.21
2025-06-20 17:34:37,0,331,33.18,38.87
2025-06-20 17:34:53,178,225,33.52,39.11
2025-06-20 17:34:57,0,332,33.16,38.8
2025-06-20 17:35:14,178,226,33.52,39.0
2025-06-20 17:35:18,0,333,33.19,38.94
2025-06-20 17:35:34,178,227,33.55,38.9
2025-06-20 17:35:38,0,334,33.19,39.0
2025-06-20 17:35:54,178,228,33.52,39.7
2025-06-20 17:35:58,0,335,33.22,38.97
2025-06-20 17:36:15,178,229,33.55,39.14
2025-06-20 17:36:19,0,336,33.23,38.87
2025-06-20 17:36:35,178,230,33.54,38.94
2025-06-20 17:36:39,0,337,33.23,38.76
2025-06-20 17:36:55,178,231,33.56,38.87
2025-06-20 17:36:59,0,338,33.25,38.73
2025-06-20 17:37:15,178,232,33.55,38.87
2025-06-20 17:37:20,0,339,33.25,38.73
2025-06-20 17:37:36,178,233,33.58,38.8
2025-06-20 17:37:40,0,340,33.27,38.7
2025-06-20 17:37:56,178,234,33.56,38.9
2025-06-20 17:38:00,0,341,33.26,38.66
2025-06-20 17:38:16,178,235,33.58,38.8
2025-06-20 17:38:21,0,342,33.26,38.7
2025-06-20 17:38:37,178,236,33.62,38.59
2025-06-20 17:38:41,0,343,33.26,38.66
2025-06-20 17:38:57,178,237,33.59,38.56
2025-06-20 17:39:01,0,344,33.3,38.53
2025-06-20 17:39:17,178,238,33.62,38.8
2025-06-20 17:39:22,0,345,33.31,38.59
2025-06-20 17:39:37,178,239,33.62,38.59
2025-06-20 17:39:42,0,346,33.3,38.59
2025-06-20 17:39:58,178,240,33.63,38.7
2025-06-20 17:40:02,0,347,33.3,38.59
2025-06-20 17:40:18,178,241,33.62,38.63
2025-06-20 17:40:22,0,348,33.33,38.66
2025-06-20 17:40:38,178,242,33.66,38.59
2025-06-20 17:40:43,0,349,33.34,38.66
2025-06-20 17:40:59,178,243,33.63,38.59
2025-06-20 17:41:03,0,350,33.33,38.63
2025-06-20 17:41:19,178,244,33.66,38.63
2025-06-20 17:41:23,0,351,33.33,38.66
2025-06-20 17:41:39,178,245,33.68,38.59
2025-06-20 17:41:44,0,352,33.33,38.53
2025-06-20 17:42:00,178,246,33.69,38.63
2025-06-20 17:42:04,0,353,33.33,38.46
2025-06-20 17:42:20,178,247,33.7,38.73
2025-06-20 17:42:24,0,354,33.34,38.66
2025-06-20 17:42:40,178,248,33.69,38.73
2025-06-20 17:42:45,0,355,33.37,38.66
2025-06-20 17:43:00,178,249,33.75,38.8
2025-06-20 17:43:05,0,356,33.37,38.63
2025-06-20 17:43:21,178,250,33.69,38.9
2025-06-20 17:43:25,0,357,33.37,38.59
2025-06-20 17:43:41,178,251,33.66,39.48
2025-06-20 17:43:46,0,358,33.4,38.63
2025-06-20 17:44:01,178,252,33.66,39.48
2025-06-20 17:44:06,0,359,33.43,38.59
2025-06-20 17:44:22,178,253,33.62,39.55
2025-06-20 17:44:26,0,360,33.41,38.56
2025-06-20 17:44:42,178,254,33.62,39.41
2025-06-20 17:44:47,0,361,33.41,38.94
2025-06-20 17:45:02,178,255,33.62,39.38
2025-06-20 17:45:07,0,362,33.4,38.87
2025-06-20 17:45:22,178,256,33.58,39.95
2025-06-20 17:45:27,0,363,33.37,39.48
2025-06-20 17:45:43,178,257,33.58,39.95
2025-06-20 17:45:47,0,364,33.37,40.2
2025-06-20 17:46:03,178,258,33.55,39.21
2025-06-20 17:46:08,0,365,33.37,39.68
2025-06-20 17:46:23,178,259,33.54,38.53
2025-06-20 17:46:28,0,366,33.31,39.48
2025-06-20 17:46:44,178,260,33.48,38.25
2025-06-20 17:46:48,0,367,33.3,39.45
2025-06-20 17:47:04,178,261,33.45,37.98
2025-06-20 17:47:09,0,368,33.3,38.83
2025-06-20 17:47:24,178,262,33.41,37.57
2025-06-20 17:47:29,0,369,33.25,38.18
2025-06-20 17:47:44,178,263,33.33,37.29
2025-06-20 17:47:49,0,370,33.12,37.5
2025-06-20 17:48:05,178,264,33.29,36.99
2025-06-20 17:48:10,0,371,33.8,37.43
2025-06-20 17:48:25,178,265,33.25,36.74
2025-06-20 17:48:30,0,372,33.5,36.95
2025-06-20 17:48:45,178,266,33.19,36.47
2025-06-20 17:48:50,0,373,32.97,36.95
2025-06-20 17:49:06,178,267,33.16,36.43
2025-06-20 17:49:11,0,374,32.98,36.68
2025-06-20 17:49:26,178,268,33.13,36.23
2025-06-20 17:49:31,0,375,32.98,36.61
2025-06-20 17:49:46,178,269,33.9,36.6
2025-06-20 17:49:51,0,376,32.91,36.61
2025-06-20 17:50:06,178,270,33.5,35.99
2025-06-20 17:50:11,0,377,32.88,36.19
2025-06-20 17:50:27,178,271,33.0,35.81
2025-06-20 17:50:32,0,378,32.87,36.4
2025-06-20 17:50:47,178,272,32.94,35.71
2025-06-20 17:50:52,0,379,32.8,36.9
2025-06-20 17:51:07,178,273,32.9,35.68
2025-06-20 17:51:12,0,380,32.77,35.99
2025-06-20 17:51:28,178,274,32.87,35.57
2025-06-20 17:51:33,0,381,32.76,35.95
2025-06-20 17:51:48,178,275,32.86,35.57
2025-06-20 17:51:53,0,382,32.77,35.85
2025-06-20 17:52:08,178,276,32.81,35.4
2025-06-20 17:52:13,0,383,32.75,35.57
2025-06-20 17:52:28,178,277,32.8,35.23
2025-06-20 17:52:34,0,384,32.68,35.43
2025-06-20 17:52:49,178,278,32.76,35.9
2025-06-20 17:52:54,0,385,32.7,35.5
2025-06-20 17:53:09,178,279,32.73,35.9
2025-06-20 17:53:14,0,386,32.69,35.36
2025-06-20 17:53:29,178,280,32.69,34.91
2025-06-20 17:53:35,0,387,32.66,35.36
2025-06-20 17:53:50,178,281,32.68,34.84
2025-06-20 17:53:55,0,388,32.63,35.9
2025-06-20 17:54:10,178,282,32.72,34.74
2025-06-20 17:54:15,0,389,32.62,35.2
2025-06-20 17:54:30,178,283,32.72,34.74
2025-06-20 17:54:36,0,390,32.59,34.95
2025-06-20 17:54:50,178,284,32.69,34.53
2025-06-20 17:54:56,0,391,32.59,34.95
2025-06-20 17:55:11,178,285,32.66,34.43
2025-06-20 17:55:16,0,392,32.58,34.67
2025-06-20 17:55:31,178,286,32.66,34.39
2025-06-20 17:55:37,0,393,32.56,34.53
2025-06-20 17:55:51,178,287,32.63,34.32
2025-06-20 17:55:57,0,394,32.51,34.53
2025-06-20 17:56:12,178,288,32.59,34.18
2025-06-20 17:56:17,0,395,32.51,34.53
2025-06-20 17:56:32,178,289,32.59,34.22
2025-06-20 17:56:37,0,396,32.51,34.67
2025-06-20 17:56:52,178,290,32.55,34.32
2025-06-20 17:56:58,0,397,32.45,34.43
2025-06-20 17:57:13,178,291,32.54,34.11
2025-06-20 17:57:18,0,398,32.44,34.32
2025-06-20 17:57:33,178,292,32.51,33.73
2025-06-20 17:57:38,0,399,32.54,34.77
2025-06-20 17:57:53,178,293,32.45,34.39
2025-06-20 17:57:59,0,400,32.58,38.8
2025-06-20 17:58:13,178,294,32.5,35.29
2025-06-20 17:58:19,0,401,32.61,36.95
2025-06-20 17:58:34,178,295,32.51,35.2
2025-06-20 17:58:39,0,402,32.66,35.57
2025-06-20 17:58:54,178,296,32.51,34.81
2025-06-20 17:59:00,0,403,32.62,35.19
2025-06-20 17:59:14,178,297,32.51,34.7
2025-06-20 17:59:20,0,404,32.63,35.5
2025-06-20 17:59:35,178,298,32.51,34.67
2025-06-20 17:59:40,0,405,32.58,34.74
2025-06-20 17:59:55,178,299,32.48,34.39
2025-06-20 18:00:01,0,406,32.56,34.81
2025-06-20 18:00:15,178,300,32.54,34.8
2025-06-20 18:00:21,0,407,32.58,34.81
2025-06-20 18:00:35,178,301,32.51,34.46
2025-06-20 18:00:41,0,408,32.58,34.67
2025-06-20 18:00:56,178,302,32.48,34.4
2025-06-20 18:01:02,0,409,32.51,34.29
2025-06-20 18:01:16,178,303,32.48,34.22
2025-06-20 18:01:22,0,410,32.54,34.32
2025-06-20 18:01:36,178,304,32.47,33.97
2025-06-20 18:01:42,0,411,32.51,34.4
2025-06-20 18:01:57,178,305,32.44,33.76
2025-06-20 18:02:02,0,412,32.51,33.9
2025-06-20 18:02:17,178,306,32.43,33.63
2025-06-20 18:02:23,0,413,32.48,33.76
2025-06-20 18:02:37,178,307,32.45,33.73
2025-06-20 18:02:43,0,414,32.48,33.76
2025-06-20 18:02:57,178,308,32.48,33.7
2025-06-20 18:03:03,0,415,32.47,33.49
2025-06-20 18:03:18,178,309,32.45,33.45
2025-06-20 18:03:24,0,416,32.48,33.42
2025-06-20 18:03:38,178,310,32.41,33.21
2025-06-20 18:03:44,0,417,32.48,33.49
2025-06-20 18:03:58,178,311,32.41,33.14
2025-06-20 18:04:04,0,418,32.48,33.17
2025-06-20 18:04:19,178,312,32.4,33.21
2025-06-20 18:04:25,0,419,32.48,33.35
2025-06-20 18:04:39,178,313,32.4,33.0
2025-06-20 18:04:45,0,420,32.44,33.3
2025-06-20 18:04:59,178,314,32.4,32.89
2025-06-20 18:05:05,0,421,32.44,33.21
2025-06-20 18:05:19,178,315,32.44,32.86
2025-06-20 18:05:26,0,422,32.44,33.7
2025-06-20 18:05:40,178,316,32.37,32.65
2025-06-20 18:05:46,0,423,32.45,32.93
2025-06-20 18:06:00,178,317,32.37,32.65
2025-06-20 18:06:06,0,424,32.41,32.79
2025-06-20 18:06:20,178,318,32.38,32.65
2025-06-20 18:06:27,0,425,32.44,32.79
2025-06-20 18:06:41,178,319,32.36,32.51
2025-06-20 18:06:47,0,426,32.44,32.65
2025-06-20 18:07:01,178,320,32.33,32.51
2025-06-20 18:07:07,0,427,32.43,32.65
2025-06-20 18:07:21,178,321,32.33,32.43
2025-06-20 18:07:28,0,428,32.41,32.51
2025-06-20 18:07:41,178,322,32.36,32.54
2025-06-20 18:07:48,0,429,32.41,32.58
2025-06-20 18:08:02,178,323,32.3,32.47
2025-06-20 18:08:08,0,430,32.4,32.19
2025-06-20 18:08:22,178,324,32.27,32.29
2025-06-20 18:08:28,0,431,32.38,32.12
2025-06-20 18:08:42,178,325,32.27,32.12
2025-06-20 18:08:49,0,432,32.4,32.36
2025-06-20 18:09:03,178,326,32.3,32.1
2025-06-20 18:09:09,0,433,32.4,32.36
2025-06-20 18:09:23,178,327,32.27,31.94
2025-06-20 18:09:29,0,434,32.43,32.15
2025-06-20 18:09:43,178,328,32.3,32.1
2025-06-20 18:09:50,0,435,32.43,31.87
2025-06-20 18:10:04,178,329,32.27,31.73
2025-06-20 18:10:10,0,436,32.37,31.84
2025-06-20 18:10:24,178,330,32.27,31.73
2025-06-20 18:10:30,0,437,32.41,31.94
2025-06-20 18:10:44,178,331,32.26,31.77
2025-06-20 18:10:51,0,438,32.41,31.66
2025-06-20 18:11:04,178,332,32.27,31.66
2025-06-20 18:11:11,0,439,32.37,31.73
2025-06-20 18:11:25,178,333,32.29,31.59
2025-06-20 18:11:31,0,440,32.37,31.52
2025-06-20 18:11:45,178,334,32.27,31.52
2025-06-20 18:11:52,0,441,32.37,31.59
2025-06-20 18:12:05,178,335,32.26,31.45
2025-06-20 18:12:12,0,442,32.33,31.56
2025-06-20 18:12:26,178,336,32.26,31.34
2025-06-20 18:12:32,0,443,32.33,31.66
2025-06-20 18:12:46,178,337,32.3,31.38
2025-06-20 18:12:52,0,444,32.34,31.34
2025-06-20 18:13:06,178,338,32.23,31.1
2025-06-20 18:13:13,0,445,32.37,31.56
